출원번호,초록,메인 ipc코드,서브 ipc코드1,서브 ipc코드2,메인 ipc코드
1.02007E+12,"금융자동화기기에서 종이매체를 공급하는 매체 공급 장치는 종이매체를 수용하는 수용부, 수용부의 정면에 배치되어 종이매체를 픽업 및 배출하는 픽업 공급부, 수용부에서 픽업 공급부로 종이매체를 가압하는 매체 가압부, 및 수용부에 대향하여 종이매체의 장변과 접하되 종이매체의 장변의 중심부에 대응하는 부분이 종이매체의 장변의 주변부에 대응하는 부분보다 수용부를 향해 더 돌출된 커버부를 포함한다. 매체 공급, 가이드, 정렬",G07D,,,
1.02005E+12,"                            재료 전달 시스템, 재료 투입을 위한 중량 감지 장치, 시간당 또는 처리 대상 총 중량당 재료의 중량 단위의 변화에 응답하여 지정된 속도로 재료의 유동을 조절하는 질량 유동 제어 메카니즘 및 배출 출구를 가지며, 배출 출구에 가요성 연결된 배출 압력 보정기를 포함하는 개선된 질량감소식 공급기 및 그 사용 방법이 개시되어 있으며, 상기 공급기는 비상압 시스템내로의 배출시 성능의 신뢰성 향상, 공급율 정확성 향상 및 공급기 교란 최소화에 특히 유리하며, 공급률의 감소된 변경성 및 엄격한 제어를 가능하게 한다.            공급기, 공급율, 배출 압력 보정기, 압력 변동, 재료 전달 시스템",G01G,,,
1.01993E+12,8비트 광역로컬버스상의 8비트 광역버퍼메모리를 사용하는 16비트 ISA버스와 인터페이스하는 고속판독용 방법 및 장치는 프리페치를 사용하고 상기 버스까지 상기 프리페치된 데이타를 공급함으로써 다음 메모리어드레스가 예견된 메모리어드레스와 일치한다면 최소억세스시간 동안에 ISA버스 조건으로 고속연속전송을 제공하는 것이다.,G06F,,,
1.02013E+12,"본원에서는 분말 분배 및 감지 장치와 방법이 제공된다.  본 발명의 분말 분배 및 감지 장치와 방법은 카트리지를 보유하는 카트리지 트레이를 수용하기 위한 트레이 지지 구조물, 카트리지 트레이 내의 카트리지의 서브세트를 적어도 구비하는 카트리지 집단에 분말을 분배하기 위한 복수의 분말 분배기 모듈을 구비하는 분말 분배기 조립체, 상기 분말 분배기 모듈에 분말을 전달하기 위한 분말 전달 시스템, 및 카트리지 집단 내의 카트리지 각각의 중량과 같은 충진 상태를 감지하기 위한 복수의 센서 셀을 구비하는 센서 모듈을 구비한다. ",G01G,,,
1.02006E+12,"본 발명은 주낙하산의 산개 결함 및 산개 충격을 방지하며, 화물의 공기저항을 최소화시키면서 바람의 영향을 고려하여 화물을 목적지점까지 신속, 정확하게 운반하기 위하여, (ⅰ)보조낙하산, 주낙하산, 상기 주낙하산의 양측에 연결되는 2개의 조종줄, 및 상기 주낙하산을 보관하는 캐노피백을 포함하여 이루어진 낙하산부; (ⅱ)상기 캐노피백을 개방하여 주낙하산을 산개시키는 당김와이어를 전자기계적으로 구동하는 자동산개기; (ⅲ)중앙 연산처리부와 모터제어부를 구비하고 자동항법비행을 수행하는 비행제어부, 제1 명령입력부, 상기 비행제어부를 활성화시키는 타이머를 작동시키는 활성 스위치 및 항법장치용 센서를 구비하는 자동유도장치부; (ⅵ)상기 비행제어부에서 나온 제어신호에 의하여 상기 조종줄의 당김량을 독립적으로 조절하는 2개의 서보구동기; 및 (ⅴ)상기 자동유도장치부의 하부에 위치하는 화물부를 포함하는 파라포일 유도낙하산 운송시스템을 제공한다.",G05D,,,
1.02016E+12,"본 발명은 벨트 컨베이어의 사행 및 편적 제어장치에 관한 것으로, 이동설비상에 배치되고, 하측 롤러를 지지하도록 제공되는 제1 롤러프레임과 상기 제1 롤러프레임의 상부 안착홈에 배치되고, 상측 롤러를 지지하도록 제공되는 제2 롤러프레임 및 상기 안착홈에 배치되고, 상기 제2 롤러프레임으로 전달되는 하중을 측정토록 제공되는 로드셀을 포함하여 구성될 수 있으며, 본 발명에 따르면 로드셀을 이용하여 이송 대상물의 편적을 감지하며 위치감지센서를 이용하여 벨트의 사행을 감지하고 이를 조절함으로써, 벨트 컨베이어를 안정적, 효율적으로 운용할 수 있는 효과가 있다.",G01G,,,
1.02015E+12,"본 발명은 항공기 탑승 시 부피가 크고 중량을 초과하여 기내 반입이 어려운 수화물을 자동으로 처리하는 시스템에서 수화물을 위탁 처리하는 셔터 장치에 관한 것이다. 본 발명은 항공 수화물을 위탁하는 승객의 짐을 안전하게 처리하기 위하여 수화물을 투입하는 입구를 셔터 장치로 차단하고, 항공 수화물 이용자의 지시에 따라 OPEN/CLOSE 되는 새로운 수화물 위탁 시스템을 구현함으로써, 공항 탑승수속 카운터에서 승객 스스로가 자동으로 수화물을 위탁하여 수속 절차를 수행할 수 있으며, 이에 따라 신속한 수속은 물론 경비 절감 및 혼잡도 완화의 효과를 도모할 수 있는 항공 수화물 자동 처리 시스템의 셔터 장치를 제공한다. ",G01G,,,
1.02011E+12,"도 1은 본 발명에 따른 무선 통신을 이용한 생산량 측정 시스템의 개략적인 구성도이다.이를 살펴보면 미들웨어(200)는 수신기(210), 디스플레이(220), 전원(230), 스피커(240), 제어부(250)로 구성되어 있으며, 무게 측정 장치의 송신부(100)는 전원부(110), 센싱장치(120), 프로세서(130), 송신기(140), 스피커(150)로 구성된다.무게 측정 장치 송신부(100)는 송신기를 통하여 자신의 위치를 찾아내고, 센싱장치(120)로 부터 센싱된 값을 프로세서(130)를 통하여 데이터를 변환하고 Zigbee 무선 통신(300)을 통하여 센싱된 값을 미들웨어(200)의 수신기(210)에 전송하고 제어부(250)에서는 무게 측정 장치의 위치와 수신된 농산물의 무게 데이터를 데이터베이스(400)에 저장하고 디스플레이(220)를 통하여 사용자에 나타내어 준다.",G01G,,,
1.02015E+12,"본 발명은 로드셀을 설치하여 식품용기의 무게를 자동으로 감지하고, 감지된 무게를 계산하여 식품용기를 밀폐하는 필름에 판매가격 및 제품정보가 담긴 바코드를 자동으로 인쇄하며, 필름의 이송구조 및 실링 구조를 개선하여 정확한 실링 작업이 가능하도록 개선된 무게 계량형 자동포장기를 개시한다.",G01G,,,
1.01993E+12,"확실하게 거스름돈을 불출할수가 있는 거스름돈 불출장치를 제공하는 것으로서, 거스름돈파이프(1) 내의 최하위의 경화(2)를 한쌍의 와이퍼(7),(8)을 회전시켜서 거스름돈 불출부재(4)에 탑재시킨 상태에서 통과시킨 후 거스름돈 불출부재(4)가 후퇴하는 때에는 경화(2)의 후퇴를 저지하는 위치에 있는 와이퍼(7),(8)의 한쪽의 변부(7b),(8b)에 의해 경화(2)의 후퇴를 저지시키는 거스름돈 불출장치이다.",G07F,G07D,,
1.01994E+12,"본 발명은 반도체 패키지용 코팅장치의 이송로더에 관한 것으로서, 리드프레임자재(LF)에 탑재된 반도체칩(C) 표면을 와이어본딩상을 좋게 하기 위하여 코팅용액을 도포할 수 있도록 한 코팅장치(1)에서 리드프레임자재(LF)를 이송시킬 수 있는 이송로더(4)를 인라인 매거진홀더(2)와 백앤드 매거진홀더(19)사이에 구비하고, 상기 이송로더(4) 상부에는 좌,우 길이방향으로 안내레일(5)을 구비하며, 안내레일(5)의 일측에는 자재공급 감지센서(6)를 구비하고, 타측의 소정위치에는 위치결정센서(7)를 구비하며, 위치결정센서(7)의 타측에는 자재배출 감지센서(8)와 과부하 방지센서(9)를 구비하고, 이송로더(4)의 전면에는 리드프레임자재(LF)를 공급 및 배출시키는 공급측 그립퍼(12)와 공압실린더(14)를 구동수단에 의해 작동하도록 함에 따라 크기 및 규격에 따라 달리하는 반도체 패키지의 리드프레임 자재의 탑재판에 탑재된 반도체칩의 표면에 코팅용액을 고르게 도포할 수 있도록 코팅장치를 제공하고, 상기 코팅장치중 반도체칩이 탑재된 리드프레임 자재를 안정적으로 이송시킬 수 있도록 한 이송로더를 구비하여 각 제품종류에 따라 코팅액의 도포를 원활히 할 수 있도록 한 효과가 있는 것이다. ",G03F,,,
1.02008E+12,"본 발명의 목적은 승객들이 짧은 시간에 신속하고 편리하게 통행이 가능하게 함과 아울러 승객이 강제적으로 개폐봉을 밀게 되면 그 밀리는 힘에 의해 상기 개폐봉이 회동되게 하여 승객 및 장비를 보호할 수 있게 한 출입게이트용 개폐장치를 제공함에 있다. 출입통제장치, 자동개집표기, 출입게이트, 개폐장치, 개폐봉 ",G07C,,,
1.02002E+12,"본 발명의 운송장치의 실시간 영상 및 안내정보 제공 시스템은 운항 중에 승객이 바라보는 경치 등 외부의 목적물을 촬영하여 그 영상을 다양한 안내정보와 함께 승객에게 전달하기 위한 것으로 운송장치에 설치되어 운송장치 외부에 위치한 목적물을 촬영하고 그 촬영된 영상을 출력하는 촬영부, 촬영부로부터 출력된 상기 목적물의 영상을 사용자에게 제공하는 디스플레이부, 운송장치의 위치를 확인하여 그 위치정보를 출력하는 위치확인부, 상기 촬영부에 의하여 촬영되는 목적물에 대한 안내정보를 저장하는 안내정보 저장부, 사용자에게 제공되는 목적물의 영상정보에 맞추어 상기 목적물에 대한 안내정보를 음성 또는 텍스트 형태로 출력하는 안내정보 출력부 및 운송장치의 현재 위치에 대응되는 영상정보 및 안내정보를 출력하도록 제어하는 제어부로 이루어진다.촬영, 영상, 안내정보, 기내서비스, 항공기, 운송장치",G08G,,,
1.02009E+12,"본 발명은 재활용품 회수내역 제공방법 및 시스템과 이를 위한 기록매체에 관한 것으로서, 본 발명에 따른 재활용품 회수내역 제공방법은, 재활용품 회수 장치에서 투입구로 투입되는 하나 이상의 재활용품에 대하여 센서부를 통해 감지된 하나 이상의 재활용품에 대한 재활용품 종류와 수량/무게를 포함하는 재활용품 회수 내역과 키 입력수단을 통해 입력된 사용자의 고유ID 정보를 포함하는 재활용품 회수 정보를 구성하여 전송하면, 서버에서 통신망을 통해 재활용품 회수 정보를 수신하는 단계와, 상기 수신된 재활용품 회수 정보에 대응하여, 상기 재활용품 회수 장치에 대한 장치 식별정보를 기반으로 상기 재활용품 회수 장치가 설치된 지역 및 시간대별분석기준에 따라 분류/분석하여 분석결과 정보를 생성하는 단계와, 상기 생성된 분석결과 정보를 상기 분석기준 정보와 연결하여 데이터베이스 상에 저장하는 단계를 포함한다.재활용품, 회수내역",G01G,,,
1.01997E+12,"본 발명은 캔음료 또는 페트병 음료를 적재 및 투출할 수 있도록한 자동판매기의 상품투출장치에 관한 것으로, 본 발명의 목적은 적재된 상품을 판매 또는 대기상태로 제어하는 상품투출장치의 제기능을 유지한 상태에서 구조가 간단하여 쉽게 조립할 수 있으며, 저렴한 비용으로 제조할 수 있는 자동판매기의 상품투출장치를 제공하는 데 있다. 상기 목적을 실현하기 위한 본 발명의 구성은 자동판매기의 내부공간을 구획하는 적어도 하나 이상 설치된 칼럼과, 상기 칼럼 내에 2열로 배열된 래크와, 상기 래크의 하부에 각각 설치된 상품투출장치를 포함하는 자동판매기에 있어서, 상기 상품투출장치는 반원통형의 용기형상으로 이루어져 칼럼 내에 회동 가능하게 설치된 한 쌍의 이젝터와, 상기 한 쌍의 이젝터의 회전을 제어하는 구동수단을 포함하여 이루어진다. 이에 따른 본 발명에 의하면, 종래에는 2열의 래크에 각각 상품투출장치를 설치하여 독립제어방식을 취하였으나, 본 발명은 2열의 래크에 각각 구조가 간단한 이젝터를 설치하여 동시에 제어하는 방식의 구조이기 때문에, 부품의 수가 감소되며 이에 따라 제조비용이 절감되며 내구성이 향상된다는 효과가 있다. ",G07F,G06Q,,
